,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,4/29/21,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS210406-N-1,1,91.65,11.38,8.16,229.46,11.68,0.50,,,
RPO210406-N-1,2,265.12,15.05,13.08,1342.19,198.96,1.40,,,
RKS210406-N-1,3,69.57,8.93,7.15,472.08,9.35,<0.28,,,
RKT210406-N-1,4,79.85,8.51,6.72,224.51,8.02,2.32,,,
RCB210406-N-1,5,185.82,21.23,13.69,1107.41,119.65,0.62,,,
RWA210406-N-1,6,93.62,14.27,10.56,735.78,21.09,0.29,,,
PFF210407-N-1,7,67.73,16.31,10.18,514.87,9.16,0.79,,,
PLH210407-N-1,8,75.21,10.47,6.98,338.67,4.12,5.61,,,
PLT210407-N-1,9,71.56,20.22,11.42,469.29,8.98,0.65,,,
OCO210407-N-1,10,67.05,10.53,6.19,368.55,5.81,1.14,,,
OPP210407-N-1,11,65.31,9.19,5.12,189.54,3.11,<0.28,,,
RHL210408-N-1,12,378.50,20.62,13.53,791.91,12.05,22.47,,,
RON210408-N-1,13,76.90,8.61,5.23,72.40,1.70,1.07,,,
RFS210408-N-1,14,103.39,12.01,11.21,605.46,35.36,2.86,,,
RKO210408-N-1,15,129.25,12.68,11.65,698.14,67.61,1.63,,,
RKV210408-N-1,16,75.17,10.07,7.37,406.82,15.99,<0.28,,,
