,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,6/13/19,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS190604-N-1,1,185.23,16.23,10.81,930.25,91.26,3.27,,,
RPO190604-N-1,2,297.23,17.56,12.05,1584.16,222.62,1.77,,,
RKS190604-N-1,3,123.29,9.92,4.62,373.51,10.65,2.92,,,
RCB190604-N-1,4,198.06,11.64,6.73,1018.83,123.19,2.49,,,
RWA190604-N-1,5,121.99,12.80,7.35,700.74,23.87,1.33,,,
PFF190605-N-1,6,88.70,8.94,4.13,305.86,1.94,0.87,,,
PLH190605-N-1,7,104.49,7.28,3.64,256.73,6.95,2.62,,,
PLT190605-N-1,8,91.51,8.01,3.90,239.28,8.89,0.64,,,
RHL190607-N-1,9,107.73,10.93,5.55,318.10,3.04,5.21,,,
RON190607-N-1,10,80.78,7.93,2.76,107.48,4.31,<0.28,,,
RFS190607-N-1,11,337.84,22.96,21.14,1894.94,247.22,5.50,,,
RKO190607-N-1,12,145.50,11.82,7.10,458.83,45.16,5.59,,,
